"folio_ageb","entidad","alcaldia","localidad","pob","tot_pobres","IDSM","E_IDS_V"
"0901300011436","09","013","0001",2318,2097,0.7008965,"Muy bajo"
"0900901510539","09","009","0151",50,49,0.7011154,"Muy bajo"
"0901101131198","09","011","0113",238,223,0.7014205,"Muy bajo"
"0900901130524","09","009","0113",69,63,0.7016249,"Muy bajo"
"0900700015198","09","007","0001",5508,4983,0.701744,"Muy bajo"
"090120001173A","09","012","0001",1686,1583,0.701921,"Muy bajo"
"0901300010809","09","013","0001",872,795,0.702188,"Muy bajo"
"0901100211516","09","011","0021",75,68,0.7031493,"Muy bajo"
"0901302441281","09","013","0244",62,52,0.7032168,"Muy bajo"
"0900900170558","09","009","0017",162,148,0.7033374,"Muy bajo"
"0900903140100","09","009","0314",182,163,0.7034737,"Muy bajo"
"0900901160100","09","009","0116",249,231,0.7034874,"Muy bajo"
"0901203281227","09","012","0328",376,362,0.7035646,"Muy bajo"
"0900700014109","09","007","0001",7638,7031,0.703596,"Muy bajo"
"0900901680100","09","009","0168",1058,1002,0.7039071,"Muy bajo"
"0901203271227","09","012","0327",2,2,0.7041097,"Muy bajo"
"0901302530902","09","013","0253",71,65,0.7042243,"Muy bajo"
"0901302580620","09","013","0258",168,160,0.704248,"Muy bajo"
"0901203731250","09","012","0373",43,40,0.7043275,"Muy bajo"
"0901302740635","09","013","0274",12,12,0.7043816,"Muy bajo"
"0900500013229","09","005","0001",3522,3247,0.7046086,"Muy bajo"
"0901203831246","09","012","0383",89,82,0.7046536,"Muy bajo"
"0901203501246","09","012","0350",108,106,0.7050534,"Muy bajo"
"0900902680100","09","009","0268",161,141,0.7050825,"Muy bajo"
"0900900660100","09","009","0066",16,16,0.7051957,"Muy bajo"
"0901203021829","09","012","0302",96,89,0.7053102,"Muy bajo"
"0901100011395","09","011","0001",1782,1664,0.7054806,"Muy bajo"
"0901204301231","09","012","0430",10,9,0.7058048,"Muy bajo"
"0901201551231","09","012","0155",9,9,0.7058618,"Muy bajo"
"0900700013149","09","007","0001",3854,3508,0.7065532,"Muy bajo"
"0900600010467","09","006","0001",20,18,0.7067529,"Muy bajo"
"0900900830100","09","009","0083",25,24,0.7068077,"Muy bajo"
"0900800010599","09","008","0001",1891,1757,0.7070291,"Muy bajo"
"0900901540524","09","009","0154",134,123,0.7076055,"Muy bajo"
"090130001146A","09","013","0001",2679,2424,0.7077518,"Muy bajo"
"0900700015323","09","007","0001",3233,2999,0.7078302,"Muy bajo"
"0900902530539","09","009","0253",95,88,0.7079296,"Muy bajo"
"0901201991227","09","012","0199",11,11,0.708089,"Muy bajo"
"0900700015319","09","007","0001",3389,3089,0.7082647,"Muy bajo"
"0900902060100","09","009","0206",139,123,0.7082758,"Muy bajo"
"0900903120100","09","009","0312",27,27,0.7082878,"Muy bajo"
"0901202541246","09","012","0254",18,18,0.7085034,"Muy bajo"
"0900901850539","09","009","0185",363,343,0.7085315,"Muy bajo"
"0900902440100","09","009","0244",31,26,0.7088857,"Muy bajo"
"0901200011617","09","012","0001",6671,5776,0.7090091,"Muy bajo"
"0900902020524","09","009","0202",103,97,0.7092198,"Muy bajo"
"0900700015338","09","007","0001",6956,6435,0.7092386,"Muy bajo"
"0900700013365","09","007","0001",2466,2264,0.7095306,"Muy bajo"
"0901300011417","09","013","0001",2202,1984,0.7097293,"Muy bajo"
"0900400590157","09","004","0059",24,24,0.7097884,"Muy bajo"
"0901302421281","09","013","0242",47,47,0.7098543,"Muy bajo"
"0901301800620","09","013","0180",53,49,0.7098789,"Muy bajo"
"0901500010659","09","015","0001",4053,3697,0.710008,"Muy bajo"
"0901200011212","09","012","0001",3546,3255,0.7100704,"Muy bajo"
"0900903640100","09","009","0364",43,37,0.7101681,"Muy bajo"
"0900500013411","09","005","0001",5787,5403,0.7103135,"Muy bajo"
"0901101221179","09","011","0122",8,8,0.710328,"Muy bajo"
"0901200011655","09","012","0001",1380,1264,0.710456,"Muy bajo"
"0900902850524","09","009","0285",351,332,0.7106118,"Muy bajo"
"0900700014876","09","007","0001",5505,5106,0.7106211,"Muy bajo"
"0900900290473","09","009","0029",3049,2840,0.7111712,"Muy bajo"
"0900902690100","09","009","0269",234,218,0.7112492,"Muy bajo"
"0900902920100","09","009","0292",590,560,0.7113799,"Muy bajo"
"0901302700620","09","013","0270",78,69,0.7114049,"Muy bajo"
"090070001426A","09","007","0001",5137,4675,0.7116476,"Muy bajo"
"090120026248A","09","012","0026",290,272,0.7117561,"Muy bajo"
"0900700014081","09","007","0001",5200,4702,0.7123111,"Muy bajo"
"0901302820902","09","013","0282",6,6,0.7124308,"Muy bajo"
"0901100890471","09","011","0089",15,14,0.7127032,"Muy bajo"
"0901203891829","09","012","0389",6,6,0.7130038,"Muy bajo"
"0900903150100","09","009","0315",511,478,0.7131407,"Muy bajo"
"0900903010100","09","009","0301",86,80,0.713471,"Muy bajo"
"0901201521231","09","012","0152",4,4,0.7135683,"Muy bajo"
"0900903800100","09","009","0380",21,20,0.7136539,"Muy bajo"
"0900700013420","09","007","0001",4183,3829,0.7140211,"Muy bajo"
"0901200271778","09","012","0027",5829,5250,0.7141017,"Muy bajo"
"0900901520628","09","009","0152",1942,1761,0.7142153,"Muy bajo"
"0901204161829","09","012","0416",106,98,0.7143072,"Muy bajo"
"0900700014861","09","007","0001",3563,3288,0.7145774,"Muy bajo"
"0901300011402","09","013","0001",3203,2834,0.7148322,"Muy bajo"
"0900700015200","09","007","0001",4669,4227,0.7151035,"Muy bajo"
"0900902770100","09","009","0277",535,512,0.715193,"Muy bajo"
"0901302240635","09","013","0224",14,12,0.7153671,"Muy bajo"
"0901302780620","09","013","0278",92,90,0.7153888,"Muy bajo"
"0900700012051","09","007","0001",11168,10160,0.7154716,"Muy bajo"
"0900902230539","09","009","0223",111,109,0.7160152,"Muy bajo"
"0900902540539","09","009","0254",362,326,0.7161223,"Muy bajo"
"090130001089A","09","013","0001",864,775,0.7161404,"Muy bajo"
"0900901520613","09","009","0152",2324,2089,0.7162344,"Muy bajo"
"0901700011492","09","017","0001",897,810,0.7163024,"Muy bajo"
"0901203251227","09","012","0325",92,81,0.7163387,"Muy bajo"
"0901300011474","09","013","0001",1432,1309,0.7163756,"Muy bajo"
"0901302080902","09","013","0208",2,2,0.7163951,"Muy bajo"
"0901203001246","09","012","0300",219,191,0.7164035,"Muy bajo"
"0900903740100","09","009","0374",46,43,0.7172875,"Muy bajo"
"0900500012112","09","005","0001",352,304,0.7174251,"Muy bajo"
"0900900680524","09","009","0068",464,439,0.7175694,"Muy bajo"
"0901203051246","09","012","0305",3,3,0.717847,"Muy bajo"
"0900700014236","09","007","0001",7963,7231,0.7179862,"Muy bajo"
"0901300011493","09","013","0001",1890,1794,0.7179931,"Muy bajo"
"0900700012723","09","007","0001",3246,2924,0.7180067,"Muy bajo"
"0901101610838","09","011","0161",31,31,0.7182167,"Muy bajo"
"0900700015639","09","007","0001",1734,1527,0.7183172,"Muy bajo"
"0901203611231","09","012","0361",12,12,0.7185601,"Muy bajo"
"0900902030524","09","009","0203",74,72,0.7187858,"Muy bajo"
"0900700015342","09","007","0001",5204,4842,0.7191476,"Muy bajo"
"0901200012348","09","012","0001",630,566,0.7193424,"Muy bajo"
"0900700014293","09","007","0001",5215,4725,0.7196782,"Muy bajo"
"0900700014842","09","007","0001",1884,1716,0.7201447,"Muy bajo"
"0900900810100","09","009","0081",120,104,0.7203082,"Muy bajo"
"0900700014289","09","007","0001",3038,2779,0.7203593,"Muy bajo"
"0900902420100","09","009","0242",297,269,0.7203648,"Muy bajo"
"0900700012935","09","007","0001",5611,5013,0.720413,"Muy bajo"
"0901200192475","09","012","0019",1651,1534,0.7205801,"Muy bajo"
"0901200271797","09","012","0027",9241,8431,0.7207586,"Muy bajo"
"0901203581246","09","012","0358",190,163,0.7210903,"Muy bajo"
"0900700012969","09","007","0001",2446,2215,0.7211459,"Muy bajo"
"0900900290454","09","009","0029",1388,1269,0.7212583,"Muy bajo"
"0901200271782","09","012","0027",6900,6231,0.7215787,"Muy bajo"
"0901300011296","09","013","0001",2145,1896,0.7218408,"Muy bajo"
"0901101031198","09","011","0103",145,133,0.7218551,"Muy bajo"
"0901500010907","09","015","0001",2558,2148,0.7218621,"Muy bajo"
"0900400550157","09","004","0055",80,75,0.7218805,"Muy bajo"
"0900901780100","09","009","0178",84,80,0.721893,"Muy bajo"
"0900700012460","09","007","0001",4424,3684,0.722672,"Muy bajo"
"0901302260635","09","013","0226",71,55,0.7228368,"Muy bajo"
"0900500013430","09","005","0001",4339,3981,0.7230787,"Muy bajo"
"0900700012456","09","007","0001",4447,3755,0.7231034,"Muy bajo"
"0901300010851","09","013","0001",2456,2251,0.723392,"Muy bajo"
"0900700012973","09","007","0001",3737,3296,0.7239336,"Muy bajo"
"0901301960620","09","013","0196",45,43,0.723974,"Muy bajo"
"0901201791227","09","012","0179",748,694,0.7239854,"Muy bajo"
"0900902520539","09","009","0252",95,86,0.723993,"Muy bajo"
"0900500013445","09","005","0001",4300,3929,0.7240951,"Muy bajo"
"0901000011932","09","010","0001",2626,2373,0.7241978,"Muy bajo"
"0901300910620","09","013","0091",156,143,0.7243667,"Muy bajo"
"0900400100157","09","004","0010",726,645,0.7243866,"Muy bajo"
"0900300010605","09","003","0001",3609,3102,0.7251006,"Muy bajo"
"0901301770620","09","013","0177",6,6,0.7251022,"Muy bajo"
"0900700015516","09","007","0001",4895,4423,0.7254903,"Muy bajo"
"0900700014240","09","007","0001",5037,4555,0.7257608,"Muy bajo"
"0901100011380","09","011","0001",2491,2240,0.7261851,"Muy bajo"
"0900903400100","09","009","0340",132,113,0.7262138,"Muy bajo"
"0900700013153","09","007","0001",3548,3206,0.7272313,"Muy bajo"
"0901300010739","09","013","0001",2828,2520,0.7273,"Muy bajo"
"0900700015183","09","007","0001",3906,3547,0.7276062,"Muy bajo"
"0901101601198","09","011","0160",124,114,0.7276175,"Muy bajo"
"0901200011602","09","012","0001",5702,5002,0.7276962,"Muy bajo"
"0900904130524","09","009","0413",27,27,0.727721,"Muy bajo"
"0901200012206","09","012","0001",4718,4263,0.7277527,"Muy bajo"
"0901500010358","09","015","0001",9744,8629,0.7280995,"Muy bajo"
"0901203161246","09","012","0316",3,3,0.7282193,"Muy bajo"
"0901203921246","09","012","0392",43,35,0.7282898,"Muy bajo"
"0900700014838","09","007","0001",1554,1421,0.7286739,"Muy bajo"
"0901100261164","09","011","0026",2196,1951,0.7287775,"Muy bajo"
"0900900290469","09","009","0029",3019,2707,0.7288504,"Muy bajo"
"0901200261532","09","012","0026",6904,6203,0.7294945,"Muy bajo"
"0900902500524","09","009","0250",25,22,0.7295737,"Muy bajo"
"0900903280100","09","009","0328",72,68,0.7296308,"Muy bajo"
"090130001114A","09","013","0001",6309,5497,0.7296663,"Muy bajo"
"090070001508A","09","007","0001",3936,3490,0.7300055,"Muy bajo"
"0900700015291","09","007","0001",3396,3014,0.7300212,"Muy bajo"
"0900500010807","09","005","0001",1546,1413,0.7301936,"Muy bajo"
"0900700014077","09","007","0001",4734,4228,0.7303644,"Muy bajo"
"0900901880524","09","009","0188",270,240,0.7311243,"Muy bajo"
"0901301620902","09","013","0162",343,285,0.7313389,"Muy bajo"
"0901500010589","09","015","0001",5546,4958,0.7313451,"Muy bajo"
"0900700015075","09","007","0001",3790,3386,0.7314194,"Muy bajo"
"0900900330488","09","009","0033",1817,1632,0.7314502,"Muy bajo"
"0901200261710","09","012","0026",782,661,0.7316128,"Muy bajo"
"0900901690100","09","009","0169",191,177,0.7316875,"Muy bajo"
"0901203641231","09","012","0364",6,6,0.731846,"Muy bajo"
"0900900010562","09","009","0001",980,904,0.7318573,"Muy bajo"
"0901200272422","09","012","0027",3112,2713,0.7318791,"Muy bajo"
"0901200262437","09","012","0026",503,435,0.7319841,"Muy bajo"
"0901302881281","09","013","0288",7,7,0.7328783,"Muy bajo"
"0900700013242","09","007","0001",8071,7208,0.7332772,"Muy bajo"
"0901100861198","09","011","0086",103,97,0.7332848,"Muy bajo"
"0901500010644","09","015","0001",8048,7000,0.7335773,"Muy bajo"
"0900902880524","09","009","0288",58,53,0.7337055,"Muy bajo"
"0901500010343","09","015","0001",10769,9379,0.7337608,"Muy bajo"
"0900700014096","09","007","0001",6297,5674,0.7339917,"Muy bajo"
"0900700015662","09","007","0001",2305,1998,0.7342954,"Muy bajo"
"0901203011231","09","012","0301",323,300,0.7343467,"Muy bajo"
"0900902480524","09","009","0248",111,101,0.7347147,"Muy bajo"
"090120027230A","09","012","0027",1910,1721,0.7348534,"Muy bajo"
"0900700014698","09","007","0001",3294,2993,0.7352585,"Muy bajo"
"0901200272032","09","012","0027",4266,3795,0.735261,"Muy bajo"
"0901300011101","09","013","0001",4777,4079,0.7353342,"Muy bajo"
"0900400580157","09","004","0058",80,67,0.7355366,"Muy bajo"
"0901100011450","09","011","0001",3036,2678,0.7356136,"Muy bajo"
"0900700013346","09","007","0001",6646,5988,0.735688,"Muy bajo"
"0900700011138","09","007","0001",4732,4109,0.7360331,"Muy bajo"
"0901100011431","09","011","0001",5108,4498,0.7360581,"Muy bajo"
"0901500010663","09","015","0001",1821,1616,0.7360835,"Muy bajo"
"0901202221227","09","012","0222",667,615,0.7362214,"Muy bajo"
"0901101081179","09","011","0108",81,71,0.7362993,"Muy bajo"
"0900700015588","09","007","0001",4135,3668,0.7367823,"Muy bajo"
"0901101420471","09","011","0142",276,246,0.7367932,"Muy bajo"
"0900700013219","09","007","0001",7562,6637,0.7368718,"Muy bajo"
"0901002131326","09","010","0213",63,62,0.7369461,"Muy bajo"
"0900901710100","09","009","0171",277,250,0.7371314,"Muy bajo"
"0901200012352","09","012","0001",902,773,0.7374363,"Muy bajo"
"0900700015037","09","007","0001",2631,2361,0.7374992,"Muy bajo"
"0900700010731","09","007","0001",11558,9923,0.737558,"Muy bajo"
"0900500011167","09","005","0001",5724,5030,0.7375721,"Muy bajo"
"0900400700335","09","004","0070",437,386,0.7380682,"Muy bajo"
"0901202491231","09","012","0249",4,4,0.7381827,"Muy bajo"
"0900700012954","09","007","0001",1967,1772,0.7387104,"Muy bajo"
"090090011051A","09","009","0011",968,877,0.7389138,"Muy bajo"
"090070001134A","09","007","0001",4801,4160,0.7389157,"Muy bajo"
"0901300011169","09","013","0001",11583,9986,0.739378,"Muy bajo"
"0900700015380","09","007","0001",8736,7684,0.739424,"Muy bajo"
"0901100010594","09","011","0001",7344,6429,0.7394872,"Muy bajo"
"0900700012653","09","007","0001",3417,3050,0.7396981,"Muy bajo"
"0901000010370","09","010","0001",3311,2962,0.7402447,"Muy bajo"
"0901300011455","09","013","0001",2150,1864,0.7402698,"Muy bajo"
"0901204101231","09","012","0410",10,9,0.7410859,"Muy bajo"
"0901302520620","09","013","0252",181,167,0.741089,"Muy bajo"
"0900900370100","09","009","0037",1119,1007,0.741987,"Muy bajo"
"090070001262A","09","007","0001",5404,4708,0.7422858,"Muy bajo"
"0900700015573","09","007","0001",3424,3026,0.742288,"Muy bajo"
"0900900240581","09","009","0024",382,346,0.7424418,"Muy bajo"
"0900700014679","09","007","0001",440,375,0.7425525,"Muy bajo"
"0900700015041","09","007","0001",3270,2877,0.742702,"Muy bajo"
"0900500012998","09","005","0001",4744,4192,0.7428056,"Muy bajo"
"0901700010210","09","017","0001",13501,11913,0.7430757,"Muy bajo"
"0901301910635","09","013","0191",262,234,0.7431846,"Muy bajo"
"0901200272028","09","012","0027",4145,3633,0.7432612,"Muy bajo"
"0900700012564","09","007","0001",6758,5886,0.7434467,"Muy bajo"
"0901301950635","09","013","0195",58,52,0.7435778,"Muy bajo"
"0900903580100","09","009","0358",29,25,0.7436771,"Muy bajo"
"090120026166A","09","012","0026",1400,1210,0.7440875,"Muy bajo"
"0900700012719","09","007","0001",4667,4135,0.7441334,"Muy bajo"
"0900400570157","09","004","0057",131,115,0.7444509,"Muy bajo"
"090170001048A","09","017","0001",4850,4294,0.7446263,"Muy bajo"
"0900700014151","09","007","0001",1436,1262,0.7446406,"Muy bajo"
"0900801060368","09","008","0106",37,32,0.7447682,"Muy bajo"
"0900700014575","09","007","0001",521,460,0.7450855,"Muy bajo"
"0901202181250","09","012","0218",111,94,0.7451421,"Muy bajo"
"0901201321829","09","012","0132",7,5,0.7452561,"Muy bajo"
"0901300010870","09","013","0001",2122,1856,0.745519,"Muy bajo"
"0900700015499","09","007","0001",4451,3882,0.7460534,"Muy bajo"
"0900700014880","09","007","0001",5565,4940,0.746261,"Muy bajo"
"0900500012574","09","005","0001",3309,2905,0.7463608,"Muy bajo"
"0900903720524","09","009","0372",89,85,0.746403,"Muy bajo"
"0900700013223","09","007","0001",7204,6237,0.7464178,"Muy bajo"
"0900700011759","09","007","0001",3542,3031,0.7466671,"Muy bajo"
"0900700012615","09","007","0001",7660,6683,0.7466954,"Muy bajo"
"0901000011468","09","010","0001",2589,2287,0.7467363,"Muy bajo"
"0900500013017","09","005","0001",1925,1712,0.7470173,"Muy bajo"
"0901200261528","09","012","0026",7415,6438,0.7471718,"Muy bajo"
"0901301350620","09","013","0135",6,5,0.747184,"Muy bajo"
"0901300010866","09","013","0001",2152,1881,0.7471873,"Muy bajo"
"090070001593A","09","007","0001",3593,3078,0.7472646,"Muy bajo"
"0900500012964","09","005","0001",4878,4438,0.7479338,"Muy bajo"
"0901300011563","09","013","0001",322,284,0.7479781,"Muy bajo"
"0900500011256","09","005","0001",1102,810,0.7480108,"Muy bajo"
"0901500010979","09","015","0001",2301,1945,0.7481186,"Muy bajo"
"0901500010540","09","015","0001",6686,5633,0.7483827,"Muy bajo"
"090070001294A","09","007","0001",3005,2642,0.7485703,"Muy bajo"
"0900902430100","09","009","0243",17,15,0.7486963,"Muy bajo"
"0900900240651","09","009","0024",133,125,0.748782,"Muy bajo"
"0901203961246","09","012","0396",843,722,0.7487885,"Muy bajo"
"0901700010367","09","017","0001",5602,4907,0.749004,"Muy bajo"
"0901700011469","09","017","0001",1350,1229,0.7491252,"Muy bajo"
"0901101410471","09","011","0141",383,340,0.7493891,"Muy bajo"
"0900500013318","09","005","0001",4290,3841,0.7494435,"Muy bajo"
"0900800790368","09","008","0079",4,4,0.7498232,"Muy bajo"
"0900700013134","09","007","0001",1917,1721,0.7498425,"Muy bajo"
"0900700012634","09","007","0001",4178,3578,0.7498726,"Muy bajo"
"0901000071326","09","010","0007",4,4,0.7501072,"Muy bajo"
"0900700012070","09","007","0001",4009,3518,0.7501251,"Muy bajo"
"0901302050902","09","013","0205",137,117,0.7502672,"Muy bajo"
"0900700013257","09","007","0001",4042,3563,0.7503211,"Muy bajo"
"0900500013267","09","005","0001",3555,3175,0.7506795,"Muy bajo"
"0900903520100","09","009","0352",74,55,0.7509072,"Muy bajo"
"0900700012672","09","007","0001",998,845,0.7510139,"Muy bajo"
"0900700012668","09","007","0001",3452,2984,0.751043,"Muy bajo"
"0900700013115","09","007","0001",5932,5198,0.7510552,"Muy bajo"
"0900500012593","09","005","0001",5720,5150,0.7511495,"Muy bajo"
"0900500013426","09","005","0001",2431,2218,0.7512399,"Muy bajo"
"0901700011488","09","017","0001",1070,966,0.7513747,"Muy bajo"
"0900300011389","09","003","0001",3582,3067,0.7514611,"Muy bajo"
"0901203101246","09","012","0310",51,46,0.7515292,"Muy bajo"
"0900900010492","09","009","0001",404,347,0.7517647,"Muy bajo"
"0901000012305","09","010","0001",3968,3475,0.7518468,"Muy bajo"
"0900900010331","09","009","0001",2739,2318,0.7519942,"Muy bajo"
"0900903860100","09","009","0386",2,2,0.7522458,"Muy bajo"
"0900500013214","09","005","0001",5749,5119,0.752265,"Muy bajo"
"0900700011123","09","007","0001",452,384,0.7525364,"Muy bajo"
"0901200262297","09","012","0026",1752,1474,0.7530586,"Muy bajo"
"0900700013863","09","007","0001",4131,3514,0.7531228,"Muy bajo"
"0901302060902","09","013","0206",15,13,0.7532327,"Muy bajo"
"0901201311250","09","012","0131",45,40,0.7532597,"Muy bajo"
"0900700011763","09","007","0001",6450,5614,0.7532994,"Muy bajo"
"0900700015304","09","007","0001",5274,4646,0.7534593,"Muy bajo"
"0900800010457","09","008","0001",7621,6556,0.7534842,"Muy bajo"
"0901300010423","09","013","0001",938,761,0.7546257,"Muy bajo"
"0901300011510","09","013","0001",420,352,0.7546582,"Muy bajo"
"0900700013276","09","007","0001",6408,5503,0.7549285,"Muy bajo"
"0900900240577","09","009","0024",1152,1007,0.7550615,"Muy bajo"
"0900700012704","09","007","0001",5004,4368,0.755062,"Muy bajo"
"0900700015268","09","007","0001",5075,4526,0.7552664,"Muy bajo"
"0901000011951","09","010","0001",5910,5219,0.7554623,"Muy bajo"
"0900500012771","09","005","0001",5078,4452,0.7555116,"Muy bajo"
"0900901890524","09","009","0189",59,53,0.7556187,"Muy bajo"
"0900700011706","09","007","0001",7304,6255,0.7556981,"Muy bajo"
"0900700013100","09","007","0001",5043,4314,0.7558815,"Muy bajo"
"0901200261674","09","012","0026",6503,5432,0.7559878,"Muy bajo"
"090090017037A","09","009","0017",3336,2858,0.7561825,"Muy bajo"
"0900900170365","09","009","0017",4905,4130,0.7564117,"Muy bajo"
"0901300011135","09","013","0001",3999,3270,0.7565246,"Muy bajo"
"0901100011412","09","011","0001",3557,3062,0.7566785,"Muy bajo"
