"CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","CVE_AGEB","Area"
"0900700013647","09","007","0001","3647","111532"
"0900700012653","09","007","0001","2653","159463"
"0900700012668","09","007","0001","2668","177051"
"0900700012901","09","007","0001","2901","272523"
"0900700014999","09","007","0001","4999","273032"
"0900700015003","09","007","0001","5003","145377"
"0900700013064","09","007","0001","3064","227800"
"0900700013079","09","007","0001","3079","277677"
"0900700012723","09","007","0001","2723","244925"
"0900700012564","09","007","0001","2564","339636"
"0900700012615","09","007","0001","2615","278428"
"0900700012969","09","007","0001","2969","155977"
"0900700013721","09","007","0001","3721","220883"
"0900700011034","09","007","0001","1034","345575"
"1500100010339","15","001","0001","0339","255115"
"1500100010288","15","001","0001","0288","182560"
"1500100010127","15","001","0001","0127","850991"
"1500100010235","15","001","0001","0235","88718"
"1500100010254","15","001","0001","0254","222032"
"1500100370305","15","001","0037","0305","4996624"
"150010037031A","15","001","0037","031A","2111331"
"1500100010324","15","001","0001","0324","175345"
"1500100010220","15","001","0001","0220","330790"
"1500100010269","15","001","0001","0269","107694"
"1500100010273","15","001","0001","0273","39083"
"1500100010343","15","001","0001","0343","87158"
"1500200050177","15","002","0005","0177","3751322"
"1500200150073","15","002","0015","0073","362786"
"1500200150143","15","002","0015","0143","1745085"
"1500200150637","15","002","0015","0637","302967"
"1500200150548","15","002","0015","0548","892066"
"1500200150285","15","002","0015","0285","1381755"
"1500200150088","15","002","0015","0088","115104"
"1500200150266","15","002","0015","0266","582944"
"150020001050A","15","002","0001","050A","134193"
"1500200150124","15","002","0015","0124","1010754"
"1500200150247","15","002","0015","0247","677739"
"1500200150410","15","002","0015","0410","340979"
"1500200160162","15","002","0016","0162","872511"
"1500200160529","15","002","0016","0529","346339"
"1500200150069","15","002","0015","0069","1733023"
"1500200150641","15","002","0015","0641","288120"
"1500200150302","15","002","0015","0302","38959"
"1500200150336","15","002","0015","0336","970123"
"1500200160209","15","002","0016","0209","851711"
"1500200110660","15","002","0011","0660","796338"
"1500200010232","15","002","0001","0232","1373184"
"1500200010514","15","002","0001","0514","171859"
"1500200150270","15","002","0015","0270","426575"
"150020015011A","15","002","0015","011A","535127"
"1500200110656","15","002","0011","0656","574223"
"1500200080389","15","002","0008","0389","128809"
"1500200010228","15","002","0001","0228","1246213"
"1500200150196","15","002","0015","0196","397608"
"1500200150340","15","002","0015","0340","486988"
"1500200150459","15","002","0015","0459","426968"
"1500200150675","15","002","0015","0675","16360"
"1500200150622","15","002","0015","0622","200136"
"1500200150586","15","002","0015","0586","237805"
"1500200150567","15","002","0015","0567","373922"
"1500200150105","15","002","0015","0105","322403"
"150020008036A","15","002","0008","036A","1106134"
"1500200080374","15","002","0008","0374","823781"
"150020008068A","15","002","0008","068A","379885"
"1500200150251","15","002","0015","0251","592854"
"150020015029A","15","002","0015","029A","1255036"
"1500200150603","15","002","0015","0603","196840"
"1500200150482","15","002","0015","0482","416970"
"1500200150478","15","002","0015","0478","444104"
"1500200150444","15","002","0015","0444","158843"
"1500200150571","15","002","0015","0571","123043"
"1500200150533","15","002","0015","0533","172477"
"1500200120181","15","002","0012","0181","2074975"
"1500200150552","15","002","0015","0552","248752"
"1500200150618","15","002","0015","0618","187921"
"1500200150158","15","002","0015","0158","785912"
"1500200150463","15","002","0015","0463","247333"
"1500200150425","15","002","0015","0425","125932"
"150020015043A","15","002","0015","043A","244755"
"1500200150355","15","002","0015","0355","366121"
"1500200150497","15","002","0015","0497","225842"
"1500200150590","15","002","0015","0590","223467"
"1500200120694","15","002","0012","0694","71153"
"1500200690016","15","002","0069","0016","401470"
"1500300240225","15","003","0024","0225","7411230"
"1500300010117","15","003","0001","0117","982770"
"1500400010044","15","004","0001","0044","2241415"
"1500501430501","15","005","0143","0501","312187"
"1500500340380","15","005","0034","0380","2139168"
"1500500040215","15","005","0004","0215","3561415"
"1500500350499","15","005","0035","0499","3713092"
"1500500370395","15","005","0037","0395","1083227"
"1500500010361","15","005","0001","0361","295545"
"1500501650516","15","005","0165","0516","200236"
"1500500450342","15","005","0045","0342","2804621"
"150050032015A","15","005","0032","015A","371051"
"1500501650520","15","005","0165","0520","340984"
"150050032047A","15","005","0032","047A","22390"
"1500500010450","15","005","0001","0450","255951"
"1500500010164","15","005","0001","0164","405638"
"1500500160431","15","005","0016","0431","6549472"
"1500500320145","15","005","0032","0145","3524135"
"1500500320484","15","005","0032","0484","496255"
"1500501650535","15","005","0165","0535","77179"
"150050165054A","15","005","0165","054A","17127"
"1500500320376","15","005","0032","0376","360473"
"1500501650554","15","005","0165","0554","91213"
"1500501680573","15","005","0168","0573","888467"
"1500501680588","15","005","0168","0588","398114"
"1500600010068","15","006","0001","0068","395073"
"1500600010049","15","006","0001","0049","1127300"
"1500600010072","15","006","0001","0072","50469"
"1500600010053","15","006","0001","0053","719064"
"1500700010046","15","007","0001","0046","634198"
"1500800010081","15","008","0001","0081","569431"
"1500800270166","15","008","0027","0166","363986"
"1500800270185","15","008","0027","0185","34813"
"150080027019A","15","008","0027","019A","504185"
"1500800270217","15","008","0027","0217","111047"
"1500800270202","15","008","0027","0202","30649"
"1500800270170","15","008","0027","0170","160271"
"1500800270151","15","008","0027","0151","529288"
"1500900010267","15","009","0001","0267","456717"
"1500900010252","15","009","0001","0252","193395"
"1500900010182","15","009","0001","0182","160327"
"1500900060248","15","009","0006","0248","18060"
"150090001006A","15","009","0001","006A","1230955"
"1500900010125","15","009","0001","0125","387201"
"1500900050233","15","009","0005","0233","988027"
"1500900060110","15","009","0006","0110","443671"
"1500900060106","15","009","0006","0106","566582"
"1500900010036","15","009","0001","0036","1677349"
"1500900010040","15","009","0001","0040","1341874"
"1500900010144","15","009","0001","0144","759027"
"1500900010093","15","009","0001","0093","861099"
"1500900010159","15","009","0001","0159","1183599"
"1500900030017","15","009","0003","0017","523776"
"1500900030021","15","009","0003","0021","431634"
"1501000010234","15","010","0001","0234","574754"
"1501000010198","15","010","0001","0198","593711"
"1501000010215","15","010","0001","0215","494518"
"1501000010304","15","010","0001","0304","119582"
"1501000010268","15","010","0001","0268","7894"
"150100001015A","15","010","0001","015A","399575"
"1501000010287","15","010","0001","0287","40527"
"1501000010179","15","010","0001","0179","43992"
"150100001022A","15","010","0001","022A","578728"
"1501000010272","15","010","0001","0272","4465"
"1501000010200","15","010","0001","0200","398194"
"1501000010249","15","010","0001","0249","464427"
"1501000010253","15","010","0001","0253","667825"
"1501000010291","15","010","0001","0291","92967"
"1501000070183","15","010","0007","0183","2415969"
"1501100130250","15","011","0013","0250","539646"
"1501100130265","15","011","0013","0265","783056"
"1501100290320","15","011","0029","0320","301154"
"1501100010176","15","011","0001","0176","512405"
"1501100290301","15","011","0029","0301","175511"
"1501100020049","15","011","0002","0049","744439"
"1501100020161","15","011","0002","0161","380776"
"1501100020246","15","011","0002","0246","68562"
"1501100020227","15","011","0002","0227","216748"
"1501100010053","15","011","0001","0053","456618"
"1501100290316","15","011","0029","0316","150798"
"1501100020212","15","011","0002","0212","98161"
"1501100040157","15","011","0004","0157","324867"
"150110004034A","15","011","0004","034A","118902"
"1501100010138","15","011","0001","0138","284779"
"1501100130354","15","011","0013","0354","233711"
"1501100010231","15","011","0001","0231","176055"
"1501100290284","15","011","0029","0284","503087"
"1501100010123","15","011","0001","0123","597965"
"1501100010180","15","011","0001","0180","288217"
"1501100040034","15","011","0004","0034","765640"
"1501100290299","15","011","0029","0299","131863"
"1501100010068","15","011","0001","0068","1210046"
"1501100010142","15","011","0001","0142","778563"
"1501100050015","15","011","0005","0015","683154"
"150110023002A","15","011","0023","002A","981046"
"1501100310087","15","011","0031","0087","261002"
"1501100310072","15","011","0031","0072","433518"
"1501100310091","15","011","0031","0091","118282"
"1501200010050","15","012","0001","0050","611954"
"1501200010084","15","012","0001","0084","333606"
"1501200010046","15","012","0001","0046","1146423"
"1501200010065","15","012","0001","0065","591352"
"150120001007A","15","012","0001","007A","263821"
"1501300011376","15","013","0001","1376","566060"
"1501300011253","15","013","0001","1253","236702"
"1501300010433","15","013","0001","0433","776699"
"1501300011874","15","013","0001","1874","3509746"
"1501300010255","15","013","0001","0255","573868"
"1501300011520","15","013","0001","1520","269860"
"1501300011412","15","013","0001","1412","334911"
"150130001147A","15","013","0001","147A","608214"
"1501300010734","15","013","0001","0734","445469"
"1501300011357","15","013","0001","1357","246873"
"1501300010344","15","013","0001","0344","227698"
"1501300010128","15","013","0001","0128","632788"
"1501300010359","15","013","0001","0359","3449175"
"1501300010448","15","013","0001","0448","1312073"
"1501300010132","15","013","0001","0132","533355"
"1501300010700","15","013","0001","0700","214626"
"1501300010363","15","013","0001","0363","1536030"
"1501300011268","15","013","0001","1268","1061872"
"1501300011272","15","013","0001","1272","2698822"
"1501300011535","15","013","0001","1535","235395"
"1501300011855","15","013","0001","1855","19714"
"150130001161A","15","013","0001","161A","293009"
"1501300011465","15","013","0001","1465","659586"
"1501300010503","15","013","0001","0503","102243"
"1501300010749","15","013","0001","0749","1175108"
"1501300010382","15","013","0001","0382","1130986"
"1501300010397","15","013","0001","0397","3186164"
"1501300011821","15","013","0001","1821","121934"
"1501300010062","15","013","0001","0062","719725"
"1501300010274","15","013","0001","0274","328711"
"1501300010522","15","013","0001","0522","758495"
"1501300010560","15","013","0001","0560","675904"
"1501300010984","15","013","0001","0984","143897"
"1501300011003","15","013","0001","1003","416682"
"150130001065A","15","013","0001","065A","1553395"
"1501300010912","15","013","0001","0912","434047"
"1501300010664","15","013","0001","0664","2328516"
"1501300010679","15","013","0001","0679","1706070"
"1501300011022","15","013","0001","1022","277301"
"1501300011037","15","013","0001","1037","682642"
"1501300011075","15","013","0001","1075","431165"
"1501300011304","15","013","0001","1304","210141"
"150130001108A","15","013","0001","108A","350116"
"1501300011179","15","013","0001","1179","225765"
"1501300011183","15","013","0001","1183","270275"
"1501300011198","15","013","0001","1198","214930"
"1501300011569","15","013","0001","1569","147625"
"1501300011395","15","013","0001","1395","346457"
"1501300011408","15","013","0001","1408","423680"
"1501300011446","15","013","0001","1446","485135"
"1501300011499","15","013","0001","1499","426950"
"1501300011501","15","013","0001","1501","330498"
